AppID,Name,Release date,Estimated owners,Price,Metacritic score,User score,Positive,Negative,Score rank,Recommendations,Average playtime forever,Median playtime forever,Developers,Publishers,Categories,Genres,Tags
Roadwarden,"Sep 12, 2022",0 - 20000,358,0,0,0,229,7,,242,37,38,Moral Anxiety Studio,Assemble Entertainment,"Single-player,Steam Achievements","Adventure,Indie,RPG","RPG,Adventure,Indie,Text-Based,Visual Novel,Pixel Graphics,Story Rich,Interactive Fiction,Fantasy,Multiple Endings,Atmospheric,Dark Fantasy,Mystery,Drama,Crime,Detective,Choose Your Own Adventure"
All in Abyss: Judge the Fake,"Apr 9, 2025",0 - 20000,309,10,0,0,143,119,,211,0,0,"ACQUIRE Corp.,WSS playground",Alliance Arts,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Card Battler,Gambling,Visual Novel,Anime,Adventure,2D,Dark Humor,Dystopian,Sci-fi,Mystery,Funny,Cute,Story Rich,Card Game,RPG,CRPG,Singleplayer,PvE,Female Protagonist,Detective"
Minds Beneath Us,"Jul 31, 2024",100000 - 200000,305,0,0,0,590,18,,622,0,0,BearBoneStudio,BearBoneStudio,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Atmospheric,Cinematic,Cyberpunk,Story Rich,Choices Matter,Visual Novel,Choose Your Own Adventure,RPG,2D,2.5D,Adventure,Multiple Endings,Dystopian,Singleplayer,Hand-drawn,Puzzle,Point & Click,Sci-fi,LGBTQ+,Philosophical"
The Outbound Ghost,"Sep 20, 2022",20000 - 50000,303,0,0,0,100,19,,103,0,0,Conradical Games,Digerati,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG","RPG,Party-Based RPG,Turn-Based Combat,Story Rich,Supernatural,Singleplayer,Choices Matter,Multiple Endings,Adventure,Exploration,Stylized,Mystery,Cute,Crafting,Open World,Atmospheric,Controller,Emotional,Action-Adventure,Wholesome"
Bloomtown: A Different Story,"Sep 24, 2024",0 - 20000,300,10,0,0,324,54,,347,0,0,"Lazy Bear Games,Different Sense Games",Twin Sails Interactive,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie,RPG","RPG,Adventure,Pixel Graphics,JRPG,Party-Based RPG,Cute,Female Protagonist,Exploration,Story Rich,Turn-Based Tactics,Creature Collector,Atmospheric,Comedy,Lore-Rich,Singleplayer,Time Management,Life Sim,Cooking,Crafting,Fantasy"
KARMA: The Dark World,"Mar 27, 2025",0 - 20000,297,10,0,0,1384,101,,1469,203,331,POLLARD STUDIO LLC,"Wired Productions,Gamera Games","Single-player,Steam Achievements,Full controller support,Steam Cloud,HDR available,Family Sharing","Adventure,Indie,RPG","Walking Simulator,First-Person,Psychological Horror,Horror,Atmospheric,Sci-fi,Adventure,Philosophical,Singleplayer,Interactive Fiction,Dystopian,Experimental,Psychological,Psychedelic,Story Rich,Indie,Exploration,Emotional,Cinematic,Realistic"
Cryptmaster,"May 9, 2024",0 - 20000,290,0,0,0,0,0,,148,0,0,"Paul Hart,Lee Williams,Akupara Games",Akupara Games,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Indie,RPG",
Apostle: Rebellion,"Jul 29, 2022",0 - 20000,280,0,0,0,43,7,,0,0,0,kamichichi,Kagura Games,"Single-player,Steam Cloud","Adventure,Indie,RPG","RPG,Adventure,Indie,Anime,Sexual Content,Singleplayer,Cyberpunk,Nudity,JRPG,Hentai,Mature,Memes,NSFW"
灾厄黑龙与谎言公主,"Jan 23, 2025",0 - 20000,241,0,0,0,1820,147,,1941,719,719,莓夜工作室,莓夜工作室,"Single-player,Family Sharing","Adventure,Indie,RPG","RPG,Visual Novel,Dating Sim,Otome,Interactive Fiction,Female Protagonist,2D,Romance,Funny,JRPG,Exploration,2D Platformer,Word Game,Cute,First-Person,Adventure,Lore-Rich,Story Rich,Multiple Endings,Fantasy"
Tales of Maj'Eyal,"Dec 12, 2013",500000 - 1000000,211,0,0,0,5161,239,,4444,1619,989,Netcore Games,Netcore Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Steam Cloud","Adventure,Indie,RPG","Traditional Roguelike,Dungeon Crawler,Perma Death,Rogue-like,Turn-Based,Difficult,RPG,Procedural Generation,2D,Top-Down,Fantasy,Open World,Tactical,Loot,Moddable,Adventure,Singleplayer,Indie,Replay Value,Character Customization"
Wurm Unlimited,"Oct 21, 2015",50000 - 100000,206,0,0,0,2047,822,,1723,15317,288,Code Club AB,Plug In Digital,"Single-player,Multi-player,MMO,Co-op,Steam Trading Cards","Adventure,Indie,RPG","Open World Survival Craft,Open World,RPG,Sandbox,Crafting,Survival,Building,Adventure,Multiplayer,Indie,Base-Building,Co-op,MMORPG,Singleplayer,PvP,First-Person,Medieval,Fantasy,Massively Multiplayer,PvE"
Magical Girl Celesphonia,"May 6, 2022",20000 - 50000,191,0,0,0,865,35,,877,616,617,Shimobashira Workshop,Kagura Games,"Single-player,Steam Cloud","Adventure,Indie,RPG","Sexual Content,Nudity,Adventure,RPG,Hentai,Female Protagonist,JRPG,Anime,NSFW,Singleplayer,Mature,Indie,RPGMaker,FPS"
Colony City 27λ,"Mar 26, 2024",0 - 20000,189,0,0,0,0,0,,141,0,0,Bunny Eats Tiger,Playmeow,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
Terraria,"May 16, 2011",20000000 - 50000000,39165,0,83,0,964983,21044,,783469,6729,1810,Re-Logic,Re-Logic,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie,RPG","Open World Survival Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Crafting,Pixel Graphics,Building,Exploration,Co-op,Open World,Indie,Online Co-Op,Action,RPG,Singleplayer,Replay Value,Platformer,Atmospheric"
AI LIMIT,"Mar 27, 2025",0 - 20000,11345,10,75,0,6990,779,,6349,869,933,Sense Games,CE-Asia,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG","Souls-like,Female Protagonist,Anime,Action RPG,Post-apocalyptic,Combat,Adventure,Action,RPG,Action-Adventure,Dungeon Crawler,3D,Drama,Dystopian,Singleplayer,Fantasy,Cute,Indie,Nudity,Hack and Slash"
Crashlands 2,"Apr 10, 2025",0 - 20000,6394,0,0,0,308,16,,744,37,37,Butterscotch Shenanigans,Butterscotch Shenanigans,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing,Steam Timeline","Action,Adventure,Indie,RPG","RPG,Open World Survival Craft,Survival,Open World,Exploration,Adventure,Crafting,Singleplayer,Indie,Sandbox,Base-Building,2D,Building,Story Rich,Cozy,Top-Down,Relaxing,Funny,Colorful,Action RPG"
Grim Dawn,"Feb 25, 2016",5000000 - 10000000,4429,0,83,0,71838,4995,,63676,4066,1117,Crate Entertainment,Crate Entertainment,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,Remote Play on TV","Action,Adventure,Indie,RPG","Action RPG,Hack and Slash,Dark Fantasy,RPG,Loot,Dungeon Crawler,Co-op,Dark,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Isometric,Atmospheric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded"
Gunfire Reborn,"Nov 17, 2021",2000000 - 5000000,4151,0,0,0,70481,4046,,64241,2213,1172,Duoyi Games,Duoyi Games,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Action,Adventure,Indie,RPG","FPS,Rogue-lite,Co-op,Online Co-Op,Rogue-like,Multiplayer,Indie,Action,Looter Shooter,Adventure,RPG,Shooter,Action Roguelike,Early Access,First-Person,Dungeon Crawler,Replay Value,Singleplayer,Fast-Paced,Loot"
Lotus Lantern: Rescue Mother,"Apr 11, 2024",0 - 20000,1878,0,0,0,180,16,,374,0,0,Unstable Games,663 Games,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie,RPG","Action Roguelike,Rogue-like,Mythology,Hack and Slash,Action RPG,Adventure,Action-Adventure,Top-Down,Rogue-lite,Story Rich,RPG,Indie,Combat,Action,Singleplayer,2.5D,Third Person,Martial Arts,Drama,Procedural Generation"
Drova - Forsaken Kin,"Oct 15, 2024",100000 - 200000,1751,0,0,0,1705,59,,1832,0,0,Just2D,Deck13,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG","RPG,Exploration,Action RPG,CRPG,Character Customization,2D,Souls-like,Choices Matter,Open World,Pixel Graphics,Action,Dynamic Narration,Story Rich,Dark Fantasy,Fantasy,Magic,Mystery,Singleplayer,Adventure,Atmospheric"
Rogue Legacy 2,"Apr 28, 2022",200000 - 500000,1688,0,88,0,8447,998,,8988,1175,869,Cellar Door Games,Cellar Door Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Tablet","Action,Adventure,Indie,RPG","Rogue-lite,Metroidvania,Action,Indie,Platformer,Adventure,Arcade,RPG,Rogue-like,Difficult,2D,Singleplayer,Side Scroller,Procedural Generation,Roguevania,Cartoony,Action Roguelike,Souls-like,Early Access,Co-op"
暖雪 Warm Snow,"Jan 18, 2022",500000 - 1000000,1350,0,0,0,15482,1681,,16648,1100,958,BadMudStudio,bilibili,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie,RPG","Action Roguelike,Action,RPG,Rogue-like,Mythology,Dark Fantasy,Character Customization,Top-Down,Multiple Endings,Foreign,Demons,Singleplayer,Story Rich,Indie,Adventure,Action-Adventure,2D,Rogue-lite,Anime,Martial Arts"
Dread Dawn,"Sep 30, 2024",20000 - 50000,1269,10,0,0,378,272,,911,0,0,Kioop,Kioop,"Single-player,Family Sharing","Action,Adventure,Indie,RPG","Zombies,Survival,Exploration,Sandbox,Open World,Drama,Adventure,Base-Building,Tower Defense,RPG,Atmospheric,2.5D,Third-Person Shooter,Action-Adventure,Third Person,Isometric,Building,Story Rich,Horror,Outbreak Sim"
Neon Abyss,"Jul 14, 2020",1000000 - 2000000,1108,0,0,0,15937,1978,,15028,1138,708,Veewo Games,"Team17,Yooreka Studio (China)","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Action,Adventure,Indie,RPG","Rogue-like,Platformer,Loot,Procedural Generation,Singleplayer,Pixel Graphics,Replay Value,Cyberpunk,Shooter,Adventure,Rogue-lite,RPG,Action Roguelike,Dungeon Crawler,2D Platformer,Bullet Hell,Action,2D,Action-Adventure,Character Customization"
Trine 5: A Clockwork Conspiracy,"Aug 31, 2023",0 - 20000,1041,0,0,0,139,7,,161,0,0,Frozenbyte,THQ Nordic,"Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Action,Adventure,Indie,RPG","Action,Adventure,RPG,Action-Adventure,Platformer,Puzzle-Platformer,2D Platformer,2D,3D,Colorful,Family Friendly,Fantasy,Combat,Female Protagonist,Physics,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op"
Teenage Mutant Ninja Turtles: Splintered Fate,"Nov 6, 2024",100000 - 200000,968,10,0,0,410,97,,506,0,0,Super Evil Megacorp,Super Evil Megacorp,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Action,Adventure,Indie,RPG","Action Roguelike,Co-op,Action,Adventure,Multiplayer,Story Rich,PvE,Rogue-lite,Controller,Hack and Slash,Local Co-Op,Family Friendly,Dungeon Crawler,Beat 'em up,2.5D,Co-op Campaign,RPG,Action RPG,Fighting,Singleplayer"
Everhood 2,"Mar 4, 2025",0 - 20000,902,10,84,0,721,200,,930,0,0,"Chris Nordgren,Jordi Roca",Foreign Gnomes,"Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Action,Adventure,Indie,RPG","Psychedelic,Music,Indie,Story Rich,2D,RPG,Pixel Graphics,Choices Matter,Singleplayer,Replay Value,Rhythm,JRPG,Action-Adventure,Action,Adventure,Level Editor,Funny,Dark,Horror,Comedy"
Children of Morta,"Sep 3, 2019",1000000 - 2000000,768,0,82,0,12232,1259,,10535,559,289,Dead Mage,11 bit studios,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Indie,RPG","Multiplayer,Rogue-like,Action Roguelike,Hack and Slash,Rogue-lite,RPG,Action,Online Co-Op,Pixel Graphics,Dungeon Crawler,Local Co-Op,Singleplayer,Story Rich,Isometric,Procedural Generation,Action RPG,Co-op,2D,Fantasy,Action-Adventure"
Lost Castle / 失落城堡,"Aug 31, 2016",2000000 - 5000000,673,0,0,0,18722,2513,,16318,1069,579,Hunter Studio,Neon Doctrine,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Indie,RPG","4 Player Local,Action Roguelike,Beat 'em up,Side Scroller,Dungeon Crawler,Hack and Slash,Rogue-lite,PvP,PvE,Difficult,Action RPG,Rogue-like,Local Multiplayer,RPG,2D,Colorful,Multiple Endings,Multiplayer,Loot,Singleplayer"
"Warhammer 40,000: Inquisitor - Martyr","Jun 5, 2018",1000000 - 2000000,592,0,67,0,11207,3721,,13168,1921,838,NeocoreGames,NeocoreGames,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Indie,RPG","Warhammer 40K,RPG,Hack and Slash,Action RPG,Action,Loot,Adventure,Co-op,Indie,Games Workshop,Violent,Online Co-Op,Gore,Isometric,Sci-fi,Multiplayer,Singleplayer,Futuristic,Open World,Aliens"
Ghost Song,"Nov 3, 2022",100000 - 200000,563,0,88,0,195,18,,208,0,0,Old Moon,Humble Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure,Indie,RPG","Metroidvania,Sci-fi,2D,Action,Platformer,Atmospheric,Indie,Adventure,Singleplayer,Side Scroller,Dark,Hand-drawn,Action-Adventure,2D Platformer,Controller,Horror,Difficult,Robots,Post-apocalyptic,Female Protagonist"
Artifact Seeker: Resurrection,"Jul 26, 2024",20000 - 50000,493,0,0,0,195,31,,214,500,500,Lynkpin Game,Lynkpin Game,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Action,Adventure,Indie,RPG","Action Roguelike,Bullet Hell,Survival,Rogue-lite,Indie,Choices Matter,Hack and Slash,Top-Down,Singleplayer,Arcade,Twin Stick Shooter,Controller,Dark Fantasy,PvE,Action,3D,Action RPG,Story Rich,Procedural Generation,Casual"
Streets of Rogue,"Jul 12, 2019",500000 - 1000000,474,0,0,0,15326,556,,11732,677,405,Matt Dabrowski,tinyBuild,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Action,Adventure,Indie,RPG","Rogue-lite,RPG,Action Roguelike,Pixel Graphics,Multiplayer,Action,Indie,Rogue-like,Co-op,Adventure,Funny,Local Co-Op,Stealth,Online Co-Op,Great Soundtrack,2D,Procedural Generation,Gore,Violent,Early Access"
Chronicon,"Aug 21, 2020",500000 - 1000000,459,0,0,0,7097,331,,6926,1487,1079,Subworld,Subworld,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Remote Play on TV,Remote Play Together","Action,Adventure,Indie,RPG","Loot,Action RPG,Hack and Slash,Dungeon Crawler,RPG,Pixel Graphics,Crafting,Procedural Generation,Indie,4 Player Local,Action-Adventure,Local Co-Op,Action,Fantasy,PvE,2D,Adventure,Singleplayer,Magic,Class-Based"
Hammerwatch II,"Aug 15, 2023",100000 - 200000,444,0,0,0,830,444,,1163,0,0,Crackshell,Modus Games,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie,RPG","Hack and Slash,Action RPG,Co-op,Dungeon Crawler,Medieval,Pixel Graphics,Character Customization,Online Co-Op,RPG,Singleplayer,Co-op Campaign,Action,Action-Adventure,Adventure,Puzzle,Mystery Dungeon,2D,Dark Fantasy,Dragons,Fantasy"
Torchlight II,"Sep 20, 2012",2000000 - 5000000,441,0,88,0,38103,2799,,29563,1340,729,Runic Games,Runic Games,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Action,Adventure,Indie,RPG","RPG,Action RPG,Hack and Slash,Dungeon Crawler,Loot,Co-op,Fantasy,Online Co-Op,Multiplayer,Action,Adventure,Singleplayer,Indie,Moddable,Character Customization,Isometric,Replay Value,Steampunk,Atmospheric,Cartoon"
Future Fragments,"Feb 22, 2024",0 - 20000,396,0,0,0,0,0,,175,0,0,The Future Fragments Team,"Taboo Toad,Shady Corner Games","Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG",
Realms of Magic,"Jul 20, 2022",20000 - 50000,396,0,0,0,394,80,,461,76,76,Polished Games,Polished Games,"Single-player,Steam Achievements,Steam Cloud","Action,Adventure,Indie,RPG","RPG,Open World Survival Craft,Adventure,Indie,Action,Open World,Sandbox,2D,Pixel Graphics,Survival,Platformer,Crafting,Early Access,Singleplayer,Character Customization"
Nobody Saves the World,"Jan 18, 2022",200000 - 500000,350,0,0,0,2531,225,,2592,874,1031,DrinkBox Studios,DrinkBox Studios,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Action,Adventure,Indie,RPG","RPG,Action RPG,Hack and Slash,Action,Dungeon Crawler,Fantasy,Adventure,2D,Top-Down,Procedural Generation,Magic,Action-Adventure,Funny,Class-Based,Character Customization,Cartoony,Hand-drawn,Colorful,Cartoon,Controller"
The Ascent,"Jul 29, 2021",500000 - 1000000,331,0,0,0,11266,3475,,12282,584,351,Neon Giant,Curve Games,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together","Action,Adventure,Indie,RPG","Top-Down Shooter,Cyberpunk,Action,RPG,Shooter,Open World,Co-op,Indie,Adventure,Isometric,Action RPG,Violent,Dystopian,Gore,Twin Stick Shooter,Futuristic,Character Customization,Split Screen,PvE,Controller"
Eternal Dread 3,"Mar 10, 2023",0 - 20000,315,0,0,0,44,7,,0,0,0,Hitbear Studio,Hitbear Studio,"Single-player,Steam Achievements","Action,Adventure,Indie,RPG","Adventure,RPG,Action,Nudity,Action RPG,Indie,Hack and Slash,3D,Sexual Content,Third Person,Dark Fantasy,Gore,Anime,PvE,Singleplayer,Violent,Female Protagonist,Hentai,Mature"
Tails of Iron 2: Whiskers of Winter,"Jan 28, 2025",0 - 20000,297,20,81,0,600,139,,678,0,0,Odd Bug Studio,United Label,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG","Action RPG,Souls-like,Difficult,Combat,Dark Fantasy,Singleplayer,Adventure,Action-Adventure,Story Rich,RPG,2D,Action,Narration,Fantasy,Atmospheric,Medieval,Character Customization,Indie,2.5D,Swordplay"
The Binding of Isaac,"Sep 28, 2011",2000000 - 5000000,269,0,84,0,51759,2493,,41402,1288,306,"Edmund McMillen,Florian Himsl",Edmund McMillen,"Single-player,Steam Achievements,Steam Trading Cards","Action,Adventure,Indie,RPG","Action Roguelike,Rogue-like,Indie,Replay Value,Difficult,Procedural Generation,Dark,Action,Top-Down,Great Soundtrack,Addictive,Singleplayer,Adventure,Rogue-lite,2D,Dungeon Crawler,Survival,RPG,Perma Death,Bullet Hell"
Age of Wonders 4,"May 2, 2023",200000 - 500000,40019,0,0,0,3823,737,,3867,525,619,Triumph Studios,Paradox Interactive,"Single-player,Multi-player,PvP,Online PvP,Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Remote Play Together",Strategy,"Strategy,4X,Tactical RPG,Fantasy,Atmospheric,Colorful,Diplomacy,Magic,War,Character Customization,PvP,Hex Grid,Moddable,RPG,Grand Strategy,PvE,Exploration,Top-Down,Lore-Rich,Immersive Sim"
Sid Meier’s Civilization® VI,"Oct 20, 2016",5000000 - 10000000,37024,0,88,0,186295,36439,,158652,4911,1639,"Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux)","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Turn Notifications,Remote Play on Tablet,Remote Play Together",Strategy,"Strategy,Turn-Based Strategy,Historical,Multiplayer,Singleplayer,Turn-Based,Grand Strategy,4X,War,Simulation,City Builder,Tactical,Great Soundtrack,Building,Management,Moddable,Online Co-Op,Co-op,Hex Grid,Atmospheric"
